,Sentence,Tags,Extracted Sentences,Extracted Tags
216,sophie walked for only 5 minutes in the sun this morning before she became out of breathe and felt chest tightness,body pain,"['out of breathe and felt chest tightness', 'sophie walked for only 5 minutes in the sun this morning', 'chest tightness', 'sophie walked for only 5 minutes in the sun', 'sophie']","{'body pain': 0.6671463251113892, 'mood change': 0.2112058848142624, 'congestion': 0.1449863314628601, 'hiccups': 0.14045357704162598, 'lack of concentration': 0.1206829771399498, 'dilated pupils': 0.1070558950304985}"
39,I felt really cold all morning because my fever was still high. I turned off the air conditioning and wore a jacket and it helped,fever,"['turned off the air conditioning', 'fever was still high.', 'fever was still high. i turned off the air conditioning and wore a jacket', 'my fever was still high.', 'cold', 'cold all morning']","{'fever': 0.6874394416809082, 'sore throat': 0.5998491048812866, 'mood change': 0.26207152009010315, 'racing heart': 0.16408702731132507, 'hiccups': 0.10010450333356857}"
158,I dont know why I get chronic cramps in the right side of my stomach- it doesn’t seem to be because of any food or medicine. Today it lasted 90 minutes or so,body pain,"['chronic cramps in the right side of my stomach-', 'chronic cramps', 'it doesn’t seem to be because of any food or medicine.', '90 minutes', 'it lasted 90 minutes']","{'body pain': 0.9177823066711426, 'hiccups': 0.20981799066066742, 'mood change': 0.12919862568378448, 'dilated pupils': 0.11304103583097458, 'lack of sleep': 0.11287040263414383}"
428,"Another day of my poor kid having fever. This is now the third continuous day. Well, the good news is that they were having high fever for the past couple of days but today it has become much better and the temperature is very mild. I have a feeling tomorrow is going to be better. I am kind of used to this sort of pattern wherein every month there will be a week when they have high fever for a couple of days but then it reduces after taking medication. I think this medication is better than the previous one as it helps reduce fever quicker.",fever,"['they were having high fever for the past couple of days', 'fever.', 'it has become much better', 'it has become much better and the temperature is very mild.', 'tomorrow is going to be better.', 'they were having high fever']","{'fever': 0.6882466077804565, 'hiccups': 0.32246556878089905, 'mood change': 0.273772269487381, 'racing heart': 0.2181893289089203, 'dilated pupils': 0.13632795214653015, 'appetite change': 0.1014053225517273}"
142,The cramps started in my stomach but then they went everywhere- my arms my legs…,body pain,"['they went everywhere-', 'my arms my legs…', 'they went everywhere- my arms my legs…']","{'bleeding': 0.3416062891483307, 'poor coordination': 0.32722461223602295, 'body pain': 0.24365799129009247, 'lack of concentration': 0.19951319694519043, 'congestion': 0.1366409808397293, 'hiccups': 0.11701320111751556}"
140,My period cramps were so painful and it felt like someone was stabbing my stomach,body pain,"['my period cramps', 'period cramps', 'someone was stabbing my stomach']","{'body pain': 0.5819080471992493, 'bleeding': 0.47519052028656006, 'hiccups': 0.10384637117385864}"
384,I let lily have one glass of alcohol yesterday and she woke up today with dilated pupils and a headache. I did not expect this reaction at all,"dilated pupils, headache","['i did not expect this reaction at all', 'lily have one glass of alcohol yesterday', 'a headache.', 'dilated pupils and a headache.', 'headache.']","{'headache': 0.6133577227592468, 'dilated pupils': 0.34729811549186707, 'mood change': 0.3225650191307068, 'body pain': 0.2857311964035034, 'racing heart': 0.14967116713523865, 'hiccups': 0.14814342558383942, 'appetite change': 0.1310797482728958, 'lack of concentration': 0.1253500133752823}"
168,today we landed in london and eric was stressed during the whole trip here. Im praying he's calmer tomorrow,anxiety,"['eric was stressed', 'calmer', ""he's calmer"", 'eric']","{'mood change': 0.8324873447418213, 'racing heart': 0.21574530005455017, 'anxiety': 0.11566225439310074}"
283,robs been coughing all evening,cough,"['robs been coughing', 'robs been coughing all evening', 'coughing']","{'hiccups': 0.3887546956539154, 'cough': 0.3778758943080902, 'sore throat': 0.26676395535469055}"
12,"I woke up in the morning with severe pain in my lower back, then suddenly started
vomiting for a whole half hour.",vomiting,"['severe pain in my lower back,', 'severe pain in my lower back, then suddenly started vomiting', 'vomiting for a whole half hour.', 'severe pain', 'suddenly started vomiting for a whole half hour.', 'vomiting']","{'body pain': 0.9502939581871033, 'vomiting': 0.7688729763031006, 'appetite change': 0.1526016741991043}"
345,I think these medications are having really bad side effects. Lillys had blood in her stool for three days,bleeding,"['lillys', 'lillys had blood in her stool for three days', 'bad side effects.', 'these medications are having really bad side effects.']","{'bleeding': 0.7241709232330322, 'dilated pupils': 0.48268306255340576}"
242,I'm like a drunk person when awake because ive hardly been able to sleep last few nights,lack of sleep,"['drunk person when awake because ive hardly been able to sleep last few nights', 'ive hardly been able to sleep last few nights', 'sleep', 'hardly been able to sleep last few nights', 'ive hardly been able to sleep']","{'lack of sleep': 0.6329164505004883, 'fatigue': 0.26427707076072693, 'lack of concentration': 0.23305575549602509}"
131, I’m having very severe pain in my upper left jaw when I lie down to sleep. I don’t know what to do at this point,body pain,"['upper left jaw', 'pain', 'very severe pain in my upper left jaw', 'upper left jaw when i lie down to sleep.', 'very severe pain in my upper left jaw when i lie down to sleep.']","{'body pain': 0.40366172790527344, 'headache': 0.24186654388904572, 'dilated pupils': 0.17345121502876282, 'lack of sleep': 0.12707628309726715, 'mood change': 0.12420877814292908, 'poor coordination': 0.10597819089889526}"
178,after lunch today katie started to get extremely stressed out,anxiety,"['katie started to get extremely stressed out', 'katie started to get extremely stressed', 'extremely stressed']","{'mood change': 0.5013180375099182, 'fatigue': 0.19713185727596283, 'racing heart': 0.15420080721378326, 'anxiety': 0.1402524709701538}"
200,lily looked like she had difficulty breathing after we went for a walk and was clenching her chest,,"['lily looked like she had difficulty breathing', 'difficulty breathing', 'difficulty breathing after we went for a walk and was clenching her chest']","{'hiccups': 0.3683609366416931, 'body pain': 0.27706000208854675, 'congestion': 0.19699254631996155, 'dilated pupils': 0.162500262260437, 'cough': 0.12597723305225372, 'lack of concentration': 0.1135219931602478}"
8,"Every night for just over a year now, and I do mean every night 7 days a week, I wake up in the middle of the night having to sprint to the bathroom to vomit. It’s always between 2:30 and 3:30 am.",vomiting,"['vomit.', 'sprint to the bathroom']","{'vomiting': 0.44500288367271423, 'poor coordination': 0.2841930091381073, 'appetite change': 0.26307395100593567, 'racing heart': 0.15886721014976501, 'lack of concentration': 0.14404729008674622}"
176,eric has a mri appointment tomorrow so hes been stressed all evening today,anxiety,"['eric has a mri appointment', 'mri appointment', 'mri appointment tomorrow so hes been stressed all evening today', 'eric has a mri appointment tomorrow', 'a mri appointment', 'hes been stressed all evening today']","{'mood change': 0.37946754693984985, 'fatigue': 0.1671788990497589, 'anxiety': 0.14416755735874176, 'hiccups': 0.12307731062173843, 'racing heart': 0.10228069871664047}"
61,I got a migraine today and really theres no medication which I feel helps and can lower the pain. Its really sad because Im sick of this,headache,"['no medication', 'migraine', 'really theres no medication', 'migraine today']","{'body pain': 0.5186498165130615, 'headache': 0.3445349633693695, 'lack of concentration': 0.1435515582561493, 'poor coordination': 0.10920283198356628}"
322,"we were watching tv today when lily started whining, crying and we realized she was experiencing palpitations. Sometimes she struggles to communicate to us whats happens but Jay put his hand on her
chest and noticed that her heart rate was really high",racing heart,"['lily started whining, crying', 'her heart rate was really high', 'jay put his hand on her chest', 'palpitations.']","{'racing heart': 0.9060304760932922, 'mood change': 0.599042534828186, 'hiccups': 0.16036736965179443, 'dilated pupils': 0.12157333642244339}"
49,her arms and legs are just sore she says she did run a little yesterday and was really excited so maybe that’s causing this body pain,body pain,"['her arms and legs', 'really excited', 'her arms and legs are just sore', 'body pain']","{'body pain': 0.8335354924201965, 'racing heart': 0.6556271314620972, 'mood change': 0.1745278686285019, 'poor coordination': 0.16369836032390594, 'skin rash': 0.1590798944234848}"
55,todays migraine started after sam called his aunt and his head is still hurting bad,headache,"['his head is still hurting bad', 'migraine', 'sam called his aunt and his head is still hurting bad', 'his head']","{'headache': 0.827404260635376, 'body pain': 0.3991742432117462, 'poor coordination': 0.11153411865234375, 'mood change': 0.10354438424110413}"
38,"I'm having a fever and a flu and I hate it, it feels so gross. I'm so bored of just being in bed also",fever,"['in bed', 'fever and a flu', ""i'm so bored of just being in bed"", ""i'm having a fever and a flu"", 'a fever and a flu']","{'fever': 0.5903010964393616, 'body pain': 0.4145490527153015, 'fatigue': 0.3971647322177887, 'lack of sleep': 0.2167455554008484, 'lack of concentration': 0.17777934670448303}"
366,"tom has had hiccups for 5 days but. they are multiple hiccups a day and sometimes stop him breathing until he can  force himself
to breathe out",hiccups,"['they are multiple hiccups a day and sometimes stop him breathing', 'they are multiple hiccups a day']",{'hiccups': 0.7592832446098328}
433,"Since today is a Sunday, we decided to go to the beach park for a picnic. I packed some sandwiches, chips and salad. We had a good time playing with the ball and in the water. After we had lunch and were just sitting, I noticed their skin to be a bit reddish. I wondered if it was because of something they had just eaten. But then I touched his neck and it felt warm. Luckily, I always bring a thermometer along with me everywhere I go so I measured his temperature and it showed hundred and four degrees Fahrenheit. We packed up soon after and came back home. He has been resting and I just touched his forehead, seems like the fever has reduced. I will measure it again once he wakes up.",fever,"['he has been resting and i just touched his forehead,', 'fever has reduced.', 'reddish.', 'picnic.', 'i touched his neck', 'their skin to be a bit reddish.', 'we had a good time playing with the ball and in the water.', 'seems like the fever has reduced.', 'the fever has reduced.', 'he has been resting']","{'fever': 0.5200209021568298, 'mood change': 0.478715181350708, 'fatigue': 0.37467411160469055, 'lack of concentration': 0.28597185015678406, 'appetite change': 0.18628905713558197, 'dilated pupils': 0.12891429662704468, 'sore throat': 0.12195731699466705}"
